date_time,Jerusalem_Bar_Ilan,TLV_Yehuda_Hamacabi,Bnei_Brak_Jabotinsky,Bnei_brak_highway4,Rishon_Herzl,Ranana_Ahuza
41754,0.5,0.5,0.8,0.8,0.7,0.6
41755,0.4,0.3,0.5,0.5,0.4,0.5
41756,0.2,0.1,0.2,0.3,0.3,0.3
41757,0.5,0.2,0.1,0.3,0.3,0.3
41758,0.2,0.2,0.2,0.4,0.3,0.3
41759,0.4,0.2,0.3,0.4,0.3,0.3
41760,0.4,0.2,0.3,0.4,0.4,0.4
41761,0.4,0.2,0.3,0.3,0.4,0.9
41762,0.3,0.2,0.3,0.3,0.3,1.2
41763,0.2,0.4,0.4,NoData,0.3,1.3
41764,0.4,0.4,0.6,<Samp,0.3,0.7
41765,0.3,0.2,0.3,0.3,0.3,0.3
41766,0.4,0.2,0.3,0.4,0.4,0.4
41767,0.4,0.2,0.3,0.3,0.3,0.3
41768,0.3,0.2,0.3,0.4,0.4,0.4
41769,0.3,0.2,0.3,0.3,0.3,0.3
41770,0.3,0.2,0.3,0.3,0.3,0.3
41771,0.3,0.2,0.3,0.3,0.3,0.3
41772,0.3,0.2,0.3,0.3,0.3,0.4
41773,0.3,0.1,0.3,0.3,0.3,0.4
41774,0.4,0.2,0.3,0.4,0.3,0.4
41775,0.5,0.3,0.4,0.5,0.4,0.4
41776,0.4,0.3,0.4,0.5,0.4,0.4
41777,0.3,0.2,0.3,0.3,0.3,0.4
41778,0.4,0.1,0.2,0.3,0.3,0.3
41779,0.4,0.2,0.4,0.4,0.5,0.5
41780,0.4,0.1,0.3,0.3,0.3,0.4
41781,0.4,0.2,0.3,0.4,0.3,0.4
41782,0.4,0.2,0.3,0.3,0.3,0.3
41783,0.3,<Samp,0.3,NoData,0.3,0.4
41784,0.2,NoData,0.3,NoData,0.3,0.3
41785,0.4,<Samp,0.3,<Samp,0.4,0.4
41786,0.4,NoData,0.3,0.4,0.3,0.4
41787,0.5,NoData,0.4,0.5,0.4,0.4
41788,0.4,NoData,0.4,0.5,0.3,0.5
41789,0.4,NoData,0.3,0.4,0.4,0.4
41790,0.5,NoData,0.4,0.4,0.4,0.4
41791,0.3,NoData,0.3,0.3,0.3,0.3
41792,0.3,NoData,0.3,0.2,0.3,0.3
41793,0.4,NoData,0.2,0.3,0.3,0.4
41794,0.3,NoData,0.3,0.3,0.3,0.9
41795,0.4,NoData,0.4,0.3,0.3,1.4
41796,0.3,NoData,0.3,0.3,0.3,0.8
41797,0.3,NoData,0.2,0.3,0.3,0.3
41798,0.2,NoData,0.2,0.3,0.3,0.3
41799,0.4,NoData,0.3,0.4,0.3,0.4
41800,0.4,NoData,0.3,0.3,0.3,0.4
41801,0.4,NoData,0.3,0.3,0.3,0.4
41802,0.4,NoData,0.3,0.4,0.3,0.4
41803,0.4,NoData,0.3,0.3,0.3,0.4
41804,0.3,NoData,0.3,0.3,0.3,0.4
41805,0.2,NoData,0.3,0.3,0.3,0.4
41806,0.4,NoData,0.3,0.4,0.4,0.4
41807,0.4,NoData,0.3,0.4,0.4,0.3
41808,0.4,NoData,0.3,0.3,0.3,0.4
41809,0.4,NoData,0.3,0.4,0.4,0.5
41810,0.5,NoData,0.4,0.6,0.4,0.5
41811,0.4,NoData,0.3,0.6,0.3,0.4
41812,0.2,NoData,0.2,0.5,0.2,0.3
41813,0.4,NoData,0.2,0.4,0.3,0.3
41814,0.4,InVld,0.3,0.3,0.3,0.4
41815,0.4,<Samp,0.3,0.4,0.4,0.4
41816,0.4,0.2,0.4,0.4,0.4,0.5
41817,0.5,0.2,0.3,0.4,0.4,0.4
41818,0.3,0.3,0.4,0.5,0.5,0.5
41819,0.2,0.2,0.3,0.5,0.4,0.5
41820,0.4,0.2,0.4,0.4,0.4,0.5
41821,0.5,0.2,0.3,0.4,0.3,0.4
41822,0.4,0.2,0.3,0.3,0.4,0.4
41823,0.4,0.5,0.4,<Samp,0.4,0.4
41824,0.4,0.4,0.4,<Samp,0.4,0.5
41825,0.4,0.2,0.3,0.7,0.4,0.4
41826,0.3,0.2,0.3,0.7,0.3,0.4
41827,0.4,0.4,0.3,0.6,<Samp,0.5
41828,0.4,0.4,0.4,0.4,NoData,0.6
41829,0.4,0.2,0.3,0.5,NoData,0.6
41830,0.3,0.2,0.4,0.5,NoData,0.6
41831,0.2,0.2,0.4,0.5,NoData,0.6
41832,0,0.2,0.3,0.5,NoData,0.6
41833,-0.1,0.2,0.3,0.4,NoData,0.5
41834,0.2,0.6,0.3,0.4,<Samp,0.6
41835,0.3,0.8,0.3,0.3,0.3,0.6
41836,0.3,0.5,0.3,0.3,0.3,0.7
41837,0.4,0.1,0.3,0.3,0.3,0.8
41838,0.4,0.1,0.3,0.3,0.3,0.8
41839,0.3,0.1,0.2,0.2,0,0.8
41840,0.2,0.1,0.2,0.2,0.2,0.7
41841,0.3,0.2,0.3,0.3,0.4,0.8
41842,0.4,0.2,0.3,0.3,0.4,0.8
41843,0.5,0.2,0.4,0.4,0.4,0.9
41844,0.5,0.2,0.4,0.4,0.5,0.9
41845,0.4,0.2,0.3,0.4,0.4,0.9
41846,0.3,0.1,0.3,0.3,0.3,0.8
41847,0.2,0.1,0.2,0.2,0.2,0.8
41848,0.4,0.2,0.3,0.4,0.4,0.8
41849,0.4,0.2,0.3,0.4,0.4,0.6
41850,0.4,0.2,0.4,0.3,0.4,0.7
41851,0.4,0.2,0.3,0.4,0.4,0.4
41852,0.5,0.2,0.3,0.4,0.3,0.4
41853,0.4,0.2,0.3,0.3,0.3,0.4
41854,0.2,0.2,0.3,0.4,0.3,0.4
41855,0.4,0.2,0.3,0.3,0.3,0.4
41856,0.3,0.1,0.3,0.3,0.3,0.4
41857,0.3,0.2,0.4,0.3,0.4,0.4
41858,0.5,0.2,0.3,0.3,0.4,0.5
41859,0.5,0.2,0.3,0.4,0.4,0.5
41860,0.4,0.2,0.2,0.3,0.3,0.4
41861,0.2,0.1,0.1,0.2,0.3,0.4
41862,0.4,0.2,1,0.4,0.4,0.4
41863,0.5,0.2,0.4,0.4,0.4,0.4
41864,0.4,0.2,0.4,0.5,0.4,0.5
41865,0.4,0.7,0.4,0.5,0.5,0.5
41866,0.5,0.9,0.4,0.8,0.4,0.5
41867,0.4,0.9,0.4,0.9,0.4,0.5
41868,0.3,0.9,0.3,0.9,0.3,0.4
41869,0.5,0.9,0.4,0.7,0.1,0.4
41870,0.4,0.9,0.4,0,0.4,0.5
41871,0.5,0.9,0.4,0.2,0.4,0.5
41872,0.4,0.9,0.4,0.3,0.4,0.4
41873,0.4,0.5,0.4,0.4,0.4,0.4
41874,0.4,0.4,0.4,-0.1,0.4,0.5
41875,0.3,0.4,0.3,0.3,0.4,0.4
41876,0.5,0.4,0.5,0.5,0.5,0.5
41877,0.5,0.4,0.5,0.5,0.4,0.5
41878,0.4,0.4,0.4,0.4,0.4,0.5
41879,0.4,0.4,0.4,0.4,0.4,0.5
41880,0.4,0.4,0.4,0.5,0.4,0.5
41881,0.4,0.3,0.3,0.3,0.4,0.4
41882,0.3,0.3,0.3,0.3,0.3,0.4
41883,0.5,0.4,0.4,0.8,0.4,0.5
41884,0.4,0.4,0.4,0.3,0.4,0.5
41885,0.4,0.5,0.3,0.4,0.5,0.5
41886,0.4,0.4,0.4,0.4,0.1,0.4
41887,0.5,0.4,0.4,0.3,0.4,0.5
41888,0.4,0.4,0.4,0.3,0.4,0.4
41889,0.2,0.3,0.3,0.3,0.3,0.4
41890,0.4,0.4,0.4,0.4,0.4,0.5
41891,0.4,0.4,0.3,0.4,0.4,0.4
41892,0.4,0.3,0.4,0.4,0.3,0.4
41893,0.4,0.3,0.4,0.5,0.3,0.4
41894,0.5,0.3,0.4,0.4,0.4,0.4
41895,0.4,0.4,0.4,0.3,0.4,0.4
41896,0.3,0.4,0.3,0.2,0.3,0.4
41897,0.4,0.2,0.4,0.4,0.4,0.5
41898,0.4,0.3,0.3,0.3,0.4,0.4
41899,0.5,0.4,0.4,0.3,0.4,0.5
41900,0.5,0.4,0.4,0.2,0.4,0.4
41901,0.4,0.3,0.3,0.3,0.4,0.4
41902,0.4,0.4,0.4,0.4,0.4,0.5
41903,0.2,0.3,0.3,0.3,0.3,0.3
41904,0.4,0.4,0.4,0.3,0.4,0.5
41905,0.5,0.4,0.4,0.5,0.4,0.5
41906,0.5,0.4,0.4,0.5,0.4,0.5
41907,0.5,0.4,0.4,0.3,0.4,0.5
41908,0.2,0.3,0.2,0.2,0.3,0.4
41909,0.2,0.3,0.2,0.3,0.3,0.4
41910,0.3,0.5,0.4,0.3,0.4,0.4
41911,0.3,0.3,0.3,0.1,0.4,0.4
41912,0.4,0.3,0.3,0.4,0.4,0.5
41913,0.5,0.4,0.5,0.4,0.4,0.5
41914,0.4,0.4,0.6,0.3,0.4,0.4
41915,0.4,0.3,0.6,0.3,0.4,0.4
41916,0.3,0.4,0.4,0.3,0.3,0.4
41917,0.2,0.3,0.3,0.3,0.2,0.4
41918,0.4,0.4,0.5,0.4,0.4,0.5
41919,0.6,0.4,0.5,0.5,0.4,0.5
41920,0.7,0.4,0.5,0.6,0.5,0.5
41921,0.5,0.4,0.6,0.5,0.5,0.5
41922,0.3,0.4,0.5,0.5,0.3,0.5
41923,0.4,0.4,0.5,0.9,0.4,0.5
41924,0.3,0.3,0.4,0.6,0.4,0.5
41925,0.5,0.3,0.5,0.6,0.4,0.5
41926,0.4,0.5,0.6,0.6,0.4,0.5
41927,0.4,0.4,0.5,0.5,0.4,0.5
41928,0.3,0.4,0.4,0.4,0.4,0.5
41929,0.2,0.3,0.4,0.4,0.3,0.4
41930,0.3,0.4,0.5,0.7,0.4,0.5
41931,0.2,0.3,0.4,0.4,0.3,0.4
41932,0.4,0.3,0.5,0.5,0.4,0.5
41933,0.4,0.3,0.5,0.4,<Samp,0.5
41934,0.5,0.4,0.6,0.5,<Samp,0.5
41935,0.5,0.6,0.7,0.3,0.6,0.6
41936,0.5,0.6,0.7,InVld,0.4,0.6
41937,0.4,0.5,0.6,InVld,0.4,0.5
41938,0.3,0.5,0.6,InVld,0.4,0.6
41939,0.5,0.5,0.7,Down,0.5,0.6
41940,0.6,<Samp,0.7,<Samp,0.5,0.5
41941,0.6,0.5,0.6,0.4,0.5,0.5
41942,0.4,0.5,0.7,0.5,0.5,0.6
41943,0.4,0.4,0.6,0.6,0.4,0.7
41944,0.3,0.3,0.4,0.4,0.3,0.5
41945,0.2,0.3,0.4,0.3,0.3,0.5
41946,0.4,0.4,0.6,0.5,0.5,0.6
41947,0.3,0.4,0.6,0.6,0.4,0.5
41948,0.4,0.3,0.4,0.4,0.3,0.4
41949,0.5,0.5,0.6,0.6,0.5,0.6
41950,0.4,0.5,0.5,0.6,0.4,0.4
41951,0.2,0.3,0.5,0.4,0.2,0.2
41952,0.2,0.3,0.8,0.4,0.1,0.2
41953,0.4,0.8,1.2,1,0.9,0.5
41954,0.5,0.8,1,0.9,0.6,0.6
41955,0.7,0.7,0.9,0.8,0.7,0.7
41956,0.7,0.8,1,0.8,0.7,0.7
41957,0.7,0.9,1.1,0.8,0.7,0.7
41958,0.6,0.8,0.9,0.7,0.7,0.6
41959,0.3,0.5,0.6,0.5,0.4,0.5
41960,0.4,0.4,0.5,0.5,0.4,0.4
41961,0.4,0.5,0.6,0.6,0.5,0.6
41962,0.5,0.8,0.7,0.6,0.5,0.5
41963,0.4,0.5,0.9,0.8,0.5,0.4
41964,0.5,0.8,1.1,0.8,0.6,0.6
41965,0.3,0.3,0.4,0.4,0.4,0.4
41966,0.2,0.2,0.2,0.2,0.2,0.3
41967,0.4,0.3,0.4,0.5,0.4,0.4
41968,0.5,0.5,0.6,0.7,0.6,0.6
41969,0.4,0.3,0.4,0.5,0.4,0.4
41970,0.3,0.3,0.3,0.3,0.3,0.3
41971,0.3,0.4,0.5,0.5,0.4,0.4
41972,0.5,0.5,0.7,0.5,0.5,0.5
41973,0.4,0.7,0.9,0.6,0.5,0.6
41974,0.7,0.7,0.8,0.7,0.7,0.6
41975,0.5,0.5,0.8,0.6,0.5,0.6
41976,0.5,0.5,0.8,0.6,0.5,0.5
41977,0.5,1,1.3,1.1,0.7,0.7
41978,0.7,1.2,1.5,1.2,0.9,0.9
41979,0.6,0.9,1.2,1,0.8,0.8
41980,0.4,0.6,0.8,0.8,0.7,0.6
41981,0.7,1.1,1.1,0.9,0.8,0.7
41982,0.6,1.2,1.2,0.9,0.9,0.9
41983,0.5,0.5,0.7,0.7,0.6,0.8
41984,0.4,0.4,0.6,0.5,0.5,0.8
41985,0.4,0.8,1.4,0.7,0.5,0.7
41986,0.3,0.4,0.8,0.5,0.5,0.8
41987,0.2,0.2,0.3,0.3,0.3,0.7
41988,0.4,0.8,0.7,0.6,0.4,0.9
41989,0.7,0.9,0.9,0.7,0.6,0.9
41990,0.5,0.7,0.9,0.8,0.6,1
41991,0.5,0.8,1.1,0.9,0.6,1
41992,0.7,1,1.5,1,0.8,1.2
41993,0.5,0.8,0.9,0.7,0.7,1.1
41994,0.3,0.5,0.6,0.5,0.4,0.9
41995,0.5,0.5,0.7,0.6,0.5,1
41996,0.4,0.3,0.5,0.5,0.4,0.9
41997,0.4,0.4,0.7,0.5,0.5,0.9
41998,0.5,0.6,0.8,0.6,0.5,0.9
41999,0.4,0.7,0.9,0.9,0.6,1
42000,0.4,1.1,1.3,1,0.7,0.9
42001,0.5,0.5,0.7,0.5,0.5,0.5
42002,0.4,0.4,0.6,0.5,0.5,0.5
42003,0.7,0.8,1.2,0.7,0.8,0.7
42004,0.7,0.9,1.1,0.8,0.7,0.7
42005,0.7,0.7,1.3,0.8,0.7,0.7
42006,0.4,0.6,0.8,0.6,1.9,0.6
42007,0.3,0.3,0.4,0.4,1.7,0.4
42008,0.2,0.3,0.4,0.3,1.7,0.3
42009,0.3,0.3,0.4,0.4,1.1,0.4
42010,0.2,0.3,0.4,0.3,0.4,0.4
42011,0.2,0.2,0.2,0.2,0.2,0.2
42012,0.2,0.2,0.4,0.2,0.2,0.4
42013,0.2,0.2,0.3,0.2,0.3,0.4
42014,0.3,0.3,NoData,0.4,0.3,0.4
42015,0.2,0.3,NoData,0.3,0.3,0.3
42016,0.4,0.5,<Samp,0.6,0.5,0.4
42017,0.4,0.5,0.7,0.7,0.4,0.4
42018,0.4,0.5,0.7,0.7,0.4,0.3
42019,0.4,0.4,0.8,0.6,0.6,0.6
42020,0.3,0.3,0.5,0.5,0.4,0.5
42021,0.3,0.4,0.6,0.5,0.5,0.5
42022,0.5,0.6,0.8,1.1,0.6,0.7
42023,0.6,1,1.3,1.2,0.8,0.9
42024,0.8,0.7,0.9,0.7,0.6,0.6
42025,0.7,0.9,1.2,1,0.8,0.8
42026,0.7,1.3,1.7,1.4,1,1.1
42027,0.7,0.9,1.2,0.9,0.8,0.8
42028,0.5,1,1.5,1,0.9,0.7
42029,0.3,1,1.1,0.8,0.6,0.6
42030,0.9,1,1.2,0.9,0.8,0.8
42031,0.6,0.8,0.9,0.8,0.7,0.7
42032,0.4,0.7,0.8,0.8,0.7,0.6
42033,0.4,0.6,0.8,0.7,0.6,0.7
42034,0.5,0.5,0.8,0.5,0.6,0.6
42035,0.3,0.3,0.5,0.4,0.4,0.5
42036,0.5,0.5,0.6,0.5,0.4,0.5
42037,0.9,0.8,1,0.9,0.7,0.8
42038,0.6,0.9,1.1,0.9,0.7,0.9
42039,0.4,0.5,0.9,0.5,0.6,0.6
42040,0.4,0.5,0.7,0.9,0.4,1.2
42041,0.4,0.6,0.8,0.6,0.6,0.5
42042,0.4,1.2,1.4,1.3,1.1,0.9
42043,0.2,0.4,0.4,0.4,0.4,0.4
42044,0.3,0.3,0.4,0.3,0.4,0.4
42045,0.3,0.4,0.5,0.4,0.4,0.5
42046,0.3,0.3,0.4,0.3,0.3,0.4
42047,0.2,0.2,0.3,0.5,0.2,<Samp
42048,0.3,0.3,0.3,0.6,0.3,<Samp
42049,0.2,0.3,0.4,0.3,0.3,0.4
42050,0.3,0.5,NoData,0.5,0.4,0.6
42051,0.5,0.5,<Samp,0.6,0.5,0.5
42052,0.4,0.5,0.4,0.5,0.5,0.5
42053,0.4,0.4,0.7,0.5,0.5,0.5
42054,0.4,0.3,0.4,0.3,0.3,0.4
42055,0.2,0.3,0.4,0.2,0.3,0.4
42056,0.2,0.2,0.2,0.2,NoData,0.1
42057,0.4,0.3,0.4,0.3,NoData,0.4
42058,0.5,0.5,0.6,0.5,NoData,0.3
42059,0.5,0.9,1.2,0.9,NoData,0.6
42060,0.4,0.5,0.8,0.7,NoData,<Samp
42061,0.4,0.5,0.5,0.5,NoData,<Samp
42062,0.3,0.4,0.7,0.6,<Samp,0.4
42063,0.3,0.5,0.8,0.5,0.6,0.4
42064,0.2,0.4,0.4,0.3,0.6,0.4
42065,0.4,0.3,0.4,0.3,0.5,0.4
42066,0.3,0.3,0.4,0.4,0.4,0.4
42067,0.3,0.3,0.4,0.4,0.4,0.4
42068,0.4,0.3,0.4,0.4,0.8,0.5
42069,0.4,0.4,0.5,0.4,1.6,0.4
42070,0.3,0.3,0.4,0.4,<Samp,0.3
42071,0.2,0.4,0.5,0.5,Calib,0.4
42072,0.4,0.5,0.6,0.5,<Samp,0.5
42073,0.7,0.6,0.8,0.7,0.7,0.6
42074,0.5,0.5,0.6,0.6,0.6,0.6
42075,0.5,0.4,0.4,0.3,0.4,0.4
42076,0.4,0.3,0.4,0.3,0.4,0.4
42077,0.4,0.3,0.4,0.3,0.4,0.4
42078,0.3,0.4,0.5,0.4,0.4,0.5
42079,0.4,0.4,0.6,0.3,0.5,0.4
42080,0.4,0.4,0.5,0.3,0.5,0.4
42081,0.4,0.4,0.4,0.4,0.4,0.4
42082,0.4,0.4,0.6,0.4,0.5,0.5
42083,0.3,0.4,0.4,0.3,0.4,0.4
42084,0.2,0.3,0.3,0.2,0.4,0.3
42085,0.2,0.2,0.3,0.2,0.3,0.3
42086,0.3,0.3,0.4,0.2,0.3,0.4
42087,0.5,0.3,0.5,0.4,0.4,0.4
42088,0.5,0.4,0.5,0.5,0.5,0.4
42089,0.4,0.4,0.5,0.4,0.5,0.4
42090,0.4,0.5,0.7,0.7,0.6,0.6
42091,0.2,0.5,0.8,0.5,0.3,0.3
42092,0.2,0.3,0.4,0.2,0.3,0.3
42093,0.3,0.4,0.5,0.3,0.4,0.4
42094,0.3,0.3,0.4,0.3,0.4,0.4
42095,0.3,0.3,0.4,0.3,0.4,0.4
42096,0.3,0.3,0.4,0.3,0.4,0.3
42097,0.4,0.3,0.4,0.3,0.4,0.4
42098,0.4,0.4,0.5,0.4,0.4,0.4
42099,0.2,0.2,0.3,0.2,0.3,0.3
42100,0.4,0.3,0.4,0.4,0.4,0.4
42101,0.4,0.4,0.5,0.3,0.4,0.4
42102,0.4,0.5,0.6,0.5,0.5,0.5
42103,0.3,0.6,0.8,0.6,0.5,0.6
42104,0.2,0.3,0.3,0.2,0.3,0.3
42105,0.2,0.2,0.2,0.2,0.3,0.3
42106,0.2,0.3,0.3,0.3,0.3,0.3
42107,0.3,0.3,0.5,0.4,0.4,0.4
42108,0.3,0.3,0.5,0.3,0.4,0.4
42109,0.4,<Samp,0.4,0.3,0.4,0.4
42110,0.3,<Samp,0.4,0.3,0.4,0.4
42111,0.4,0.3,0.4,0.3,0.4,0.4
42112,0.3,0.3,0.4,0.3,0.4,0.4
42113,0.2,0.3,0.4,0.3,0.4,0.3
42114,0.5,0.4,0.5,0.4,0.5,0.4
42115,0.4,0.4,0.6,0.4,0.4,0.5
42116,0.3,0.3,0.4,0.3,0.4,0.4
42117,0.3,0.2,0.4,0.3,0.3,0.3
42118,0.2,0.2,0.2,0.2,0.2,0.2
42119,0.2,0.2,0.3,0.2,0.3,0.3
42120,0.2,0.3,0.4,0.3,0.4,0.3
42121,0.4,0.5,0.6,0.6,0.7,0.6
42122,0.5,0.7,0.8,0.7,0.6,0.6
42123,0.7,0.7,1,0.7,0.6,0.8
42124,0.5,0.6,0.8,0.8,0.6,0.7
42125,0.4,0.3,0.4,0.3,0.4,0.4
42126,0.4,0.3,0.4,0.3,0.3,0.4
42127,0.2,0.2,0.3,0.3,0.3,0.3
42128,0.4,0.2,0.3,0.2,0.3,0.3
42129,0.3,0.2,0.3,0.2,0.3,0.3
42130,0.3,0.2,0.4,0.3,0.3,0.4
42131,0.7,0.3,0.5,0.4,0.4,0.4
42132,0.6,0.5,0.8,0.7,0.8,0.8
42133,0.4,0.4,0.5,0.4,0.4,0.5
42134,0.2,0.3,0.4,0.3,0.3,0.3
42135,0.3,0.3,0.4,0.3,0.4,0.4
42136,0.4,0.4,0.5,2.4,0.5,0.9
42137,0.3,0.3,0.5,0.4,0.4,0.4
42138,0.3,0.3,0.5,0.4,0.4,0.4
42139,0.2,0.3,0.4,0.4,0.4,0.4
42140,0.2,0.3,0.4,0.4,0.3,0.4
42141,0.2,0.3,0.4,0.4,0.3,0.3
42142,0.3,0.5,0.5,0.6,0.5,0.5
42143,0.3,0.4,0.6,0.6,0.4,0.3
42144,0.3,0.4,0.6,0.5,0.4,0.4
42145,0.4,0.3,0.4,0.4,0.4,0.4
42146,0.3,0.2,0.4,0.4,0.4,0.4
42147,0.3,0.3,0.3,0.3,0.3,0.3
42148,0.1,0.3,0.3,0.4,0.4,0.4
42149,0.3,0.4,0.4,0.5,0.4,0.4
42150,0.4,0.5,0.6,0.5,0.5,0.4
42151,0.4,0.3,0.4,0.5,0.4,0.4
42152,<Samp,0.6,0.7,0.6,0.5,0.6
42153,<Samp,0.3,0.4,0.4,0.4,0.6
42154,0.2,0.2,0.3,0.3,0.3,0.3
42155,0.2,0.2,0.3,0.3,0.3,0.3
42156,0.3,0.3,0.4,0.4,0.4,0.4
42157,0.4,0.3,0.4,0.4,0.4,0.4
42158,0.3,0.2,0.4,0.4,0.4,0.4
42159,0.4,0.3,0.4,0.4,0.4,0.4
42160,0.4,0.3,0.4,0.5,0.4,0.4
42161,0.3,0.3,0.3,0.4,0.4,0.3
42162,0.2,0.3,0.3,0.4,0.3,0.3
42163,0.3,0.3,0.4,0.5,0.4,0.4
42164,<Samp,0.4,0.6,0.6,0.8,0.5
42165,<Samp,0.3,0.4,0.5,0.4,0.5
42166,0.3,0.4,0.4,0.4,0.4,0.4
42167,0.3,0.5,0.4,0.5,0.4,0.4
42168,0.3,0.3,0.4,0.5,0.3,0.5
42169,0.2,0.2,0.3,0.4,0.3,0.4
42170,0.3,0.3,0.4,0.5,0.4,0.5
42171,0.3,0.3,0.4,0.5,0.4,0.5
42172,0.4,0.3,0.5,0.6,0.4,0.5
42173,0.4,0.3,0.5,0.6,0.4,0.5
42174,0.4,0.3,0.5,0.7,0.4,0.6
42175,0.3,0.4,0.5,0.6,0.4,0.8
42176,0.2,0.2,0.3,0.4,0.3,0.6
42177,0.3,0.3,0.4,0.4,0.4,0.7
42178,0.3,0.3,0.4,0.5,0.3,0.6
42179,0.3,0.3,0.4,0.5,0.3,0.7
42180,0.3,0.2,0.4,0.5,0.3,0.7
42181,0.3,0.3,0.4,0.5,0.4,0.7
42182,0.2,0.3,0.4,0.5,0.4,0.7
42183,0.2,0.3,0.3,0.5,0.3,0.7
42184,0.3,0.3,0.7,0.5,0.3,0.8
42185,0.3,0.3,0.6,0.5,0.3,0.8
42186,0.3,0.3,0.4,0.5,0.3,0.8
42187,0.4,0.3,0.5,0.5,0.3,0.8
42188,0.4,0.3,0.3,0.5,0.3,0.7
42189,0.3,0.3,0.3,0.5,0.4,0.8
42190,0.2,0.3,0.3,0.4,0.3,0.7
42191,0.3,0.3,0.5,0.6,0.4,0.8
42192,0.4,0.3,0.5,0.5,0.3,0.8
42193,0.3,0.2,0.4,0.4,0.7,0.8
42194,0.4,0.3,0.4,0.5,0.6,0.8
42195,0.4,0.3,0.4,0.5,0.3,0.7
42196,0.3,0.3,0.4,0.5,0.3,0.8
42197,0.2,0.3,0.3,0.5,0.3,0.7
42198,0.3,0.3,0.4,0.5,0.3,0.8
42199,0.4,0.3,0.4,0.5,0.4,0.8
42200,0.4,0.3,0.5,0.6,0.4,0.8
42201,0.4,0.3,0.5,0.6,0.4,0.8
42202,0.4,0.3,0.7,0.6,0.4,0.8
42203,0.3,0.3,0.5,0.6,0.4,0.8
42204,0.2,0.3,0.4,0.5,0.3,0.7
42205,0.4,0.4,0.5,0.6,0.4,0.8
42206,0.4,0.3,0.5,0.6,0.4,0.8
42207,0.4,0.4,0.5,0.6,0.4,0.8
42208,0.4,0.4,0.5,0.7,0.4,0.8
42209,<Samp,0.4,0.5,0.6,0.4,0.8
42210,0.3,0.4,0.4,0.6,0.4,0.7
42211,0.2,0.3,0.4,0.5,0.3,0.7
42212,0.2,0.3,0.4,0.5,0.4,0.7
42213,0.4,0.3,0.5,0.5,0.4,0.7
42214,0.4,0.3,0.5,0.6,0.4,0.7
42215,0.4,0.4,0.4,0.5,0.3,0.7
42216,0.3,0.4,0.5,0.6,0.4,0.8
42217,0.3,0.3,0.4,0.6,0.3,0.7
42218,0.2,0.4,0.4,0.5,0.4,0.6
42219,0.6,0.4,0.6,0.7,0.5,0.8
42220,0.5,0.4,0.5,0.6,0.4,0.7
42221,0.6,0.4,0.5,0.6,0.4,0.7
42222,0.4,0.4,0.5,0.6,0.5,0.7
42223,0.3,0.3,0.5,0.6,0.4,0.7
42224,0.4,0.5,0.5,0.6,0.4,0.7
42225,0.2,0.5,0.5,0.6,0.4,0.7
42226,0.3,0.4,0.5,0.6,0.4,0.7
42227,0.4,0.4,0.5,0.5,0.4,0.7
42228,0.3,0.3,0.4,0.5,0.4,0.7
42229,0.3,0.3,0.4,0.5,0.4,0.6
42230,0.4,0.3,0.4,0.5,1.2,0.7
42231,0.3,0.3,0.4,0.5,1.2,0.6
42232,0.2,0.3,0.4,0.5,1.1,NoData
42233,0.4,0.4,0.6,0.7,0.8,<Samp
42234,0.4,0.4,0.5,0.6,0.4,0.6
42235,0.4,0.3,0.4,0.5,0.3,0.5
42236,0.4,0.3,0.4,0.5,0.4,0.5
42237,0.4,0.3,0.4,0.5,0.4,0.5
42238,0.3,0.3,0.4,0.5,0.3,0.5
42239,0.3,0.3,0.3,0.5,0.3,0.5
42240,0.3,0.3,0.4,0.5,0.4,0.5
42241,0.3,0.3,0.4,0.5,0.4,0.5
42242,0.4,0.3,0.4,0.5,0.4,0.6
42243,0.4,0.3,0.5,0.6,NoData,0.6
42244,0.4,0.4,0.5,0.6,0.4,0.6
42245,0.4,0.3,0.4,0.5,0.3,0.6
42246,0.2,0.3,0.4,0.5,0.3,0.5
42247,0.3,0.4,0.4,0.5,0.4,0.6
42248,0.4,0.3,0.4,0.5,0.4,0.6
42249,0.4,0.4,0.5,0.6,0.4,0.6
42250,0.5,0.4,0.5,0.6,0.4,0.7
42251,0.5,0.4,0.5,0.6,0.4,0.7
42252,0.3,0.3,0.4,0.5,0.3,0.6
42253,0.2,0.3,0.4,0.5,0.3,0.6
42254,0.4,0.3,0.5,0.6,0.3,0.7
42255,0.5,0.4,0.5,0.6,0.4,0.7
42256,0.6,0.5,0.7,0.7,0.6,0.8
42257,0.4,0.4,0.6,0.8,0.5,0.8
42258,0.5,0.4,0.5,0.6,<Samp,0.7
42259,0.4,0.4,0.5,0.6,NoData,0.7
42260,0.3,0.3,0.4,0.6,NoData,0.7
42261,0.4,0.4,0.5,0.6,<Samp,0.7
42262,0.2,0.3,0.4,0.5,0.6,0.6
42263,0.3,0.3,0.4,0.6,0.6,0.7
42264,0.4,0.4,0.5,0.6,0.4,0.7
42265,0.4,0.4,0.5,0.6,0.4,0.7
42266,0.3,0.3,0.4,0.6,0.3,0.7
42267,0.2,0.3,0.3,0.5,0.2,0.6
42268,0.4,0.4,0.5,0.6,0.3,0.8
